Key,Source,Context,Changes,English,French,German,Klingon,Spanish
quest_tier1_buried_supplies,,Quest Info,New,Tier 1 Buried Supplies,,,,
quest_tier1_buried_supplies_offer,,Quest Info,New,"One of my couriers had a little run in with a Cassadore lackey. He was able to lose him but had to bury the shipment. I'm only interested in our supplies, you can keep the rest of the loot. Be warned this courier isn't playing with a full deck so the mark on the map may be a little off. Don't forget you're going to need a shovel.",,,,
quest_tier1_clear,,Quest Info,New,Tier 1 Clear,,,,
quest_tier1_clear_offer,,Quest Info,New,Go prove that you have what it takes to be a part of White River Runners. We need you to clear out the zombies in the [DECEA3]{poi.name}[-].,,,,
quest_tier1_complete,,Quest Info,New,Tier 1 Complete,,,,
quest_tier1_complete_description,,Quest Info,New,Special reward for unlocking the tier [DECEA3]2[-] quests.,,,,
quest_tier1_fetch,,Quest Info,New,Tier 1 Fetch,,,,
quest_tier1_fetch_offer,,Quest Info,New,One of our operatives had to stash their shipment at [DECEA3]{poi.name}[-]. Go retrieve the shipment and return it to me.,,,,
quest_tier1_restore_power,,Quest Info,New,Tier 1 Restore Power / Clear,,,,
quest_tier1_restore_power_offer,,Quest Info,New,One of our runners need you to clear out [DECEA3]{poi.name}[-] and restore the power. This can be used to house other survivors from White River. Go kill all the zombies and restore the power.,,,,
quest_tier2_buried_supplies,,Quest Info,New,Tier 2 Buried Supplies,,,,
quest_tier2_clear,,Quest Info,New,Tier 2 Clear,,,,
quest_tier2_clear_offer,,Quest Info,New,"You are ready for more, huh? Well this one will be a little harder but I'm sure you will manage. Go kill all the zombies in the [DECEA3]{poi.name}[-].",,,,
quest_tier2_complete,,Quest Info,New,Tier 2 Complete,,,,
quest_tier2_complete_description,,Quest Info,New,Special reward for unlocking the tier [DECEA3]3[-] quests.,,,,
quest_tier2_fetch,,Quest Info,New,Tier 2 Fetch,,,,
quest_tier2_fetch_clear,,Quest Info,New,Tier 2 Fetch / Clear,,,,
quest_tier2_fetch_clear_offer,,Quest Info,New,One of our Runners had to stash their shipment at [DECEA3]{poi.name}[-]. Go exterminate the zombies and retrieve the shipment.,,,,
quest_tier2_fetch_offer,,Quest Info,New,My men ran into trouble and had to hide their supplies at [DECEA3]{poi.name}[-]. Go get the goods and return them to me.,,,,
quest_tier2_hidden_cache,,Quest Info,New,Tier 2 Hidden Cache,,,,
quest_tier2_hidden_cache_offer,,Quest Info,New,Our operatives witnessed one of Cassadore's underlings hiding a shipment at [DECEA3]{poi.name}[-]. Find the shipment and bring it back to me.,,,,
quest_tier2_restore_power,,Quest Info,New,Tier 2 Restore Power / Clear,,,,
quest_tier2_restore_power_offer,,Quest Info,New,One of our runners need you to clear out [DECEA3]{poi.name}[-] and restore the power. This can be used to house other survivors from White River. Go kill all the zombies and restore the power.,,,,
quest_tier3_clear,,Quest Info,New,Tier 3 Clear,,,,
quest_tier3_clear_offer,,Quest Info,New,You did a great job on the last clearing but this one may be a bit tougher. I'm sure you can handle it. Go wipe out the zombies in the [DECEA3]{poi.name}[-].,,,,
quest_tier3_complete,,Quest Info,New,Tier 3 Complete,,,,
quest_tier3_complete_description,,Quest Info,New,Special reward for unlocking the tier [DECEA3]4[-] quests.,,,,
quest_tier3_fetch,,Quest Info,New,Tier 3 Fetch,,,,
quest_tier3_fetch_clear,,Quest Info,New,Tier 3 Fetch / Clear,,,,
quest_tier3_fetch_clear_offer,,Quest Info,New,One of the boys were being overrun by zombies during a supply run. They told me exactly where to find the shipment at [DECEA3]{poi.name}[-]. Go slaughter the zombies and retrieve the goods.,,,,
quest_tier3_fetch_offer,,Quest Info,New,The boys left their shipment at [DECEA3]{poi.name}[-]. I would appreciate it if you could return it to me.,,,,
quest_tier3_hidden_cache,,Quest Info,New,Tier 3 Hidden Cache,,,,
quest_tier3_hidden_cache_offer,,Quest Info,New,We heard that one of the Duke's men hid a special shipment at [DECEA3]{poi.name}[-]. I would appreciate it if you could bring it back to me.,,,,
quest_tier3_hidden_clear,,Quest Info,New,Tier 3 Hidden Cache / Clear,,,,
quest_tier3_hidden_clear_offer,,Quest Info,New,One of our couriers stole supplies from the Duke that we desperately needed and hid them at [DECEA3]{poi.name}[-]. Go kill all the zombies and find the hidden shipment.,,,,
quest_tier3_restore_power,,Quest Info,New,Tier 3 Restore Power / Clear,,,,
quest_tier3_restore_power_offer,,Quest Info,New,One of our runners need you to clear out [DECEA3]{poi.name}[-] and restore the power. This can be used to house other survivors from White River. Go kill all the zombies and restore the power.,,,,
quest_tier4_clear,,Quest Info,New,Tier 4 Clear,,,,
quest_tier4_clear_offer,,Quest Info,New,You know the drill. Go exterminate all the zombies in the [DECEA3]{poi.name}[-].,,,,
quest_tier4_complete,,Quest Info,New,Tier 4 Complete,,,,
quest_tier4_complete_description,,Quest Info,New,Special reward for unlocking the tier [DECEA3]5[-] quests.,,,,
quest_tier4_fetch,,Quest Info,New,Tier 4 Fetch,,,,
quest_tier4_fetch_clear,,Quest Info,New,Tier 4 Fetch / Clear,,,,
quest_tier4_fetch_clear_offer,,Quest Info,New,We need to retrieve our supplies at [DECEA3]{poi.name}[-]. We know where they stashed them. Go clear out the zombies and retrieve the supplies.,,,,
quest_tier4_fetch_offer,,Quest Info,New,One of our other outposts left some supplies at [DECEA3]{poi.name}[-]. I will reward you if you could get them back for me.,,,,
quest_tier4_hidden_cache,,Quest Info,New,Tier 4 Hidden Cache,,,,
quest_tier4_hidden_cache_offer,,Quest Info,New,Some of the Duke's lackeys stole some of our supplies and hid them at [DECEA3]{poi.name}[-]. I will reward you if you retrieve them.,,,,
quest_tier4_hidden_clear,,Quest Info,New,Tier 4 Hidden Cache / Clear,,,,
quest_tier4_hidden_clear_offer,,Quest Info,New,We received word that one of the Cassadores hid supplies at [DECEA3]{poi.name}[-]. Go wipe out the zombies and find the hidden shipment.,,,,
quest_tier5_clear,,Quest Info,New,Tier 5 Clear,,,,
quest_tier5_clear_offer,,Quest Info,New,"This is very important to White River so I decided to send the best person for the job, unfortunately he's not available so I'll have to send you instead. Go slaughter the zombies in the [DECEA3]{poi.name}[-].",,,,
quest_tier5_complete,,Quest Info,New,Tier 5 Complete,,,,
quest_tier5_complete_description,,Quest Info,New,Special reward for unlocking the tier [DECEA3]6[-] quests.,,,,
quest_tier5_fetch,,Quest Info,New,Tier 5 Fetch,,,,
quest_tier5_fetch_clear,,Quest Info,New,Tier 5 Fetch / Clear,,,,
quest_tier5_fetch_clear_offer,,Quest Info,New,This will be a rough mission for you but I'm sure you can handle it. One of our comrades stashed supplies inside [DECEA3]{poi.name}[-]. We know where the supplies are. We simply need you to wipe out the zombies and bring home the bacon.,,,,
quest_tier5_fetch_offer,,Quest Info,New,Some of our men went missing on a supply run at [DECEA3]{poi.name}[-]. I fear the worst but really need the supplies. Can you take care of this for me?,,,,
quest_tier5_hidden_cache,,Quest Info,New,Tier 5 Hidden Cache,,,,
quest_tier5_hidden_cache_offer,,Quest Info,New,Some of our men went missing trying to secure some stolen supplies at [DECEA3]{poi.name}[-]. We fear the worst for the men but really need those supplies. Could you look into this for me?,,,,
quest_tier5_hidden_clear,,Quest Info,New,Tier 5 Hidden Cache / Clear,,,,
quest_tier5_hidden_clear_offer,,Quest Info,New,This will be a difficult mission. We tracked the one of the Duke's henchmen to [DECEA3]{poi.name}[-] and know that they had a valuable shipment on them. Go exterminate the zombies and find the hidden shipment.,,,,
quest_tier6_clear,,Quest Info,New,Tier 6 Clear,,,,
quest_tier6_clear_offer,,Quest Info,New,"This may be the toughest clear job yet, but I know I can count on you. Go finish off the zombies in the [DECEA3]{poi.name}[-]. Good luck.",,,,
quest_tier6_complete,,Quest Info,New,Tier 6 Complete,,,,
quest_tier6_complete_competion,,Quest Info,New,THANK YOU SURVIVOR FOR FINISHING SOME OF THOSE TASKS FOR ME. HERE IS A REWARD FOR ALL YOUR HARD WORK. WE HAVE NO HARDER QUESTS FOR YOU NOW.,,,,
quest_tier6_complete_description,,Quest Info,New,Special reward for completing all tiers of quests.,,,,
quest_tier6_fetch,,Quest Info,New,Tier 6 Fetch,,,,
quest_tier6_fetch_clear,,Quest Info,New,Tier 6 Fetch / Clear,,,,
quest_tier6_fetch_clear_offer,,Quest Info,New,One of our brothers got ambushed and had to leave an important shipment behind at [DECEA3]{poi.name}[-]. This will be an incredibly hard mission. You might want to recruit some friends. Go kill all the zombies and retrieve the goods.,,,,
quest_tier6_fetch_offer,,Quest Info,New,"We got a tip about some supplies left at [DECEA3]{poi.name}[-]. This will be the toughest supply run we have sent you on. Bring home the bacon, we are counting on you.",,,,
quest_tier6_hidden_cache,,Quest Info,New,Tier 6 Hidden Cache,,,,
quest_tier6_hidden_cache_offer,,Quest Info,New,We got a good tip that some of the Duke's supplies are hidden at [DECEA3]{poi.name}[-]. This will be one of the toughest assignments we have sent you on. We are really counting on you. Good luck.,,,,
quest_tier6_hidden_clear,,Quest Info,New,Tier 6 Hidden Cache / Clear,,,,
quest_tier6_hidden_clear_offer,,Quest Info,New,"Some would say this mission is impossible, but then again they've never seen you in action. We are certain there are Duke supplies at [DECEA3]{poi.name}[-]. You must find the hidden supplies and slaughter the zombie threat.",,,,
quest_treasure_description,,Quest Info,New,Head to the marked location and dig up the buried treasure. The marked location may not be entirely accurate. Happy treasure hunting!,,,,
quest_WhiteRiverCitizen,,Quest Info,KgNone,White River Citizen,Citoyen de la Rivière blanche,Bürger von White River,,Ciudadano de Río Blanco
quest_WhiteRiverCitizen1,,Quest Info,KgNone,White River Citizen 1/1,Citoyen de la Rivière blanche 1/1,Bürger von White River 1/1,,Ciudadano de Río Blanco 1/1
quest_WhiteRiverCitizen1_description,,Quest Info,KgNone,"Good Job Survivor,\n\nYou have proved to be capable with much potential. We have marked your map with the nearest White River Outpost location. There you will find a Trader where you can buy and sell goods, and trade stories with one of our friendly citizens.\n\nWelcome Aboard, Noah","Beau travail,\n\nTu as montré de quoi tu es capable. Ta carte indique désormais l'emplacement de l'avant-poste de la Rivière blanche le plus proche. Tu y trouveras un marchand à qui acheter et vendre des marchandises et avec qui partager tes histoires.\n\nBienvenue, Noah","Gute Arbeit, Überlebender!\n\nDu hast bewiesen, dass eine ganze Menge Potential in dir schlummert. Wir haben den nächstgelegenen Außenposten von White River auf deiner Karte markiert. Dort wirst du einen Händler finden, bei dem du Waren kaufen und verkaufen kannst, und du kannst Geschichten mit einem unserer friedlichen Bürger austauschen.\n\nWillkommen an Bord! Noah",,"Bien hecho, sobreviviente.\n\nHas demostrado ser capaz y tener un gran potencial. Hemos marcado tu mapa con el puesto de avanzada de Río Blanco más cercano. Allí, encontrarás a un vendedor al que podrás comprar y vender bienes e intercambiar historias con uno de nuestros amigables ciudadanos.\n\nBienvenido a bordo, Noah."
quest_WhiteRiverCitizen1_subtitle,,Quest Info,KgNone,Journey to Settlement,Voyage vers le hameau,Reise zur Siedlung,,Camino al asentamiento
tutorialTipQuest01_console,,Quest Info,KeyCon KgNone,"Dear Friend,\nThe wasteland can be an unforgiving place, and you look like you could use some help. Enclosed is a short guide to help you survive. If you complete it, we just might take in a new citizen. The White River Settlement, it's real and it's safe.\n Good Luck, Noah","Camarade,\nCes terres désolées sont sans merci et je pense que tu vas avoir besoin d'aide. Tu trouveras ci-joint un petit guide de survie. Si tu te débrouilles bien, tu rejoindras peut-être nos rangs. Le hameau de la Rivière blanche existe, et il est sûr.\nBonne chance, Noah","Lieber Freund!\nDas Ödland kann gnadenlos sein und du siehst aus, als könntest du etwas Hilfe gebrauchen. Anbei findest du eine kurze Anleitung, die dir beim Überleben hilft. Wenn du sie abschließt, nehmen wir vielleicht einen neuen Bürger auf. Die Siedlung von White River gibt es wirklich und sie ist sicher.\n Viel Glück! Noah",,"Querido/a amigo/a:\nEl páramo puede ser un sitio peligroso y parece que necesitas una mano. Encontrarás una pequeña guía adjunta para ayudarte a sobrevivir. Si la completas, puede que te aceptemos como un nuevo ciudadano. El asentamiento Río Blanco es real y seguro.\nBuena suerte, Noah."
requirementGroupFireaxe,,Requirement Group,KgNone,Holding Fire Axe,Tenir une hache de pompier,Feueraxt halten,,Sostener un hacha de incendio
requirementGroupShotgun,,Requirement Group,KgNone,Holding Shotgun,Tenir un fusil à pompe,Schrotflinte halten,,Sostener una escopeta
