Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
concreteGableInvertedQuarter,blocks,Block,New,Concrete Gable Inverted Quarter,,,,,
concreteGableInvertedSteep,blocks,Block,New,Concrete Gable Inverted Steep,,,,,
concreteGableQuarter,blocks,Block,New,Concrete Gable Quarter,,,,,
concreteGroupDesc,blocks,Block,New,A very flexible building material. Place and wait for the concrete to set. Can be upgraded to reinforced concrete.,"Offrant une bonne protection, le béton est un matériau de construction très souple qui vous permet de fabriquer de nombreuses formes. Peut être amélioré.",Ein sehr flexibles Baumaterial. Braucht Zeit zum Aushärten. Kann zu verstärktem Beton aufgewertet werden.,,"El hormigón ofrece una buena protección y es un material de construcción muy flexible, por lo que se puede moldear mientras se usa. Se puede mejorar.",
concreteHalf,blocks,Block,KgNone,Concrete 1/2 Block,1/2 de bloc de béton,1/2 Betonblock,,1/2 de bloque de hormigón,
concreteHalfCentered,blocks,Block,New,Concrete 1/2 Block CTR,,,,,
concreteHalfCNRInside2,blocks,Block,New,Concrete 1/2 Block Corner Inside 2,,,,,
concreteHalfPlate,blocks,Block,New,Concrete Half Plate,,,,,
concreteHalfRampStairs50,blocks,Block,New,Concrete 1/2 Ramp,,,,,
concreteHalfRampStairs50Filler,blocks,Block,New,Concrete 1/2 Ramp Filler,,,,,
concreteNoUpgradeGroupDesc,blocks,Block,New,A very flexible building material. This block can not be upgraded and is likely only found in the creative menu.,,,,,
concretePillar100,blocks,Block,KgNone,Concrete Pillar 100,Pilier 100 en béton,Betonsäule 100,,Pilar de hormigón 100,
concretePillar100Cap,blocks,Block,New,Concrete Pillar 100 Cap,,,,,
concretePillar50,blocks,Block,KgNone,Concrete Pillar 50,Pilier 50 en béton,Betonsäule 50,,Pilar de hormigón 50,
concretePlate,blocks,Block,KgNone,Concrete Plate,Plaque en béton,Betonplatte,,Placa de hormigón,
concretePlateBroke01,blocks,Block,New,Concrete Plate Broke 01,,,,,
concretePlateBroke02,blocks,Block,New,Concrete Plate Broke 02,,,,,
concretePlateBroke03,blocks,Block,New,Concrete Plate Broke 03,,,,,
concretePlateBroke04,blocks,Block,New,Concrete Plate Broke 04,,,,,
concretePlateCorner,blocks,Block,New,Concrete Plate Corner,,,,,
concretePlateCrooked,blocks,Block,New,Concrete Plate Crooked,,,,,
concretePlateOffset,blocks,Block,New,Concrete Plate Offset,,,,,
concretePlateRamp,blocks,Block,New,Concrete Plate Ramp,,,,,
concretePole,blocks,Block,KgNone,Concrete Pole,Poteau en béton,Betonpfosten,,Poste de hormigón,
concretePoleSCTR,blocks,Block,New,Concrete Pole SCTR,,,,,
concretePyramid,blocks,Block,KgNone,Concrete Pyramid,Pyramide en béton,Betonpyramide,,Pirámide de hormigón,
concretePyramid1m,blocks,Block,New,Concrete Pyramid 1m,,,,,
concreteQuarter,blocks,Block,KgNone,Concrete 1/4 Block,1/4 de bloc de béton,1/4 Betonblock,,1/4 de bloque de hormigón,
concreteQuarterCNR,blocks,Block,New,Concrete 1/4 Corner,,,,,
concreteQuarterCNR3Way,blocks,Block,New,Concrete 1/4 Corner 3Way,,,,,
concreteQuarterSCtr,blocks,Block,New,Concrete 1/4 SCtr,,,,,
concreteQuarterTeeSCtr,blocks,Block,New,Concrete 1/4 T SCtr,,,,,
concreteRamp,blocks,Block,KgNone,Concrete Ramp,Rampe en béton,Betonrampe,,Rampa de hormigón,
concreteStairs25,blocks,Block,KgNone,Concrete Stairs,Escaliers en béton,Betonstufen,,Escaleras de hormigón,
concreteStairs25CornerCNR,blocks,Block,New,Concrete Stairs Corner,,Beton Stufenecke,,,
concreteStairs50,blocks,Block,KgNone,Concrete Stairs50,Escaliers 50 en béton,Betonstufen 50,,Escaleras de hormigón 50,
concreteStairsFilledRailingLeft,blocks,Block,New,"Concrete Stairs, Railing Left",,,,,
concreteStairsFilledRailingRight,blocks,Block,New,"Concrete Stairs, Railing Right",,,,,
concreteSupport,blocks,Block,KgNone,Concrete Support,Support en béton,Betonstütze,,Soporte de hormigón,
concreteTubeCenter,blocks,Block,New,Concrete Tube 3m Center,,,,,
concreteTubeCorner,blocks,Block,New,Concrete Tube 3m Corner,,,,,
concreteTunnelCenter,blocks,Block,New,Concrete Tunnel 3m Center,,,,,
concreteTunnelCorner,blocks,Block,New,Concrete Tunnel 3m Corner,,,,,
concreteWedge,blocks,Block,KgNone,Concrete Wedge,Pente en béton,Betonschräge,,Cuña de hormigón,
concreteWedgeCNRInsideBottom,blocks,Block,New,Concrete Wedge Inside Corner Bottom,,Beton Schräge Innenecke Unten,,,
concreteWedgeCNRInsideSteepBase,blocks,Block,New,Concrete Wedge Steep Inside Corner Base,,,,,
concreteWedgeCNRInsideSteepTop,blocks,Block,New,Concrete Wedge Steep Inside Corner Top,,,,,
concreteWedgeCNRInsideTop,blocks,Block,New,Concrete Wedge Inside Corner Top,,Beton Schräge Innenecke Oben,,,
concreteWedgeCNRSteepBase,blocks,Block,New,Concrete Wedge Steep Corner Base,,,,,
concreteWedgeCNRSteepTop,blocks,Block,New,Concrete Wedge Steep Corner Top,,,,,
concreteWedgeIncline,blocks,Block,New,Concrete Wedge Incline,,Beton Dachvorsprung,,,
concreteWedgeInclineCornerTop,blocks,Block,New,Concrete Wedge Incline Corner Top,,,,,
concreteWedgeNarrowHigh,blocks,Block,New,Concrete Narrow Wedge High,,,,,
concreteWedgeNarrowLow,blocks,Block,New,Concrete Narrow Wedge Low,,,,,
concreteWedgeNarrowMid,blocks,Block,New,Concrete Narrow Wedge Mid,,,,,
concreteWedgeNarrowTip,blocks,Block,New,Concrete Narrow Wedge Tip,,,,,
concreteWedgeStairs,blocks,Block,New,Concrete Wedge Stairs,,,,,
concreteWedgeTip,blocks,Block,KgNone,Concrete Wedge Tip,Sommet de pente en béton,Betonschrägenspitze,,Punta de cuña de hormigón,
concreteWedgeTipCNRFullBottom,blocks,Block,New,Concrete Wedge Full Corner Bottom,,Beton Schrägenspitze Komplette Ecke Unten,,,
concreteWedgeTipCNRFullTop,blocks,Block,New,Concrete Wedge Full Corner Top,,Beton Schrägenspitze Komplette Ecke Oben,,,
concreteWedgeTipStairs,blocks,Block,New,Concrete Wedge Tip Stairs,,,,,
concreteWindowArch3MCNR,blocks,Block,New,Concrete 3m Arch Window Corner,,,,,
concreteWindowArch3MCTR,blocks,Block,New,Concrete 3m Arch Window Center,,,,,
concreteWindowArch3MTip,blocks,Block,New,Concrete 3m Arch Window Tip,,,,,
conduit01,blocks,Block,KgNone,Conduit01,Conduite 01,Leitung 01,,Conducto01,
conduit01Corner,blocks,Block,KgNone,Conduit01 Corner,Angle de conduite 01,Leitung 01 – Ecke,,Esquina de conducto01,
conduit01Curve,blocks,Block,KgNone,Conduit01 Curve,Conduite 01 incurvée,Leitung 01 – Krümmung,,Curva de conducto01,
conduit01End,blocks,Block,KgNone,Conduit01 End,Extrémité de conduite 01,Leitung 01 – Ende,,Boca de conducto01,
controlPanelBase01,blocks,Block,KgNone,Control Panel Base 01,Bas de panneau de contrôle 01,Basis-Bedienfeld 01,,Base01 de panel de control,
controlPanelBase02,blocks,Block,KgNone,Control Panel Base 02,Bas de panneau de contrôle 02,Basis-Bedienfeld 02,,Base02 de panel de control,
controlPanelBase03,blocks,Block,KgNone,Control Panel Base 03,Bas de panneau de contrôle 03,Basis-Bedienfeld 03,,Base03 de panel de control,
controlPanelBase04,blocks,Block,KgNone,Control Panel Base 04,Bas de panneau de contrôle 04,Basis-Bedienfeld 04,,Base04 de panel de control,
controlPanelBase05,blocks,Block,KgNone,Control Panel Base 05,Bas de panneau de contrôle 05,Basis-Bedienfeld 05,,Base05 de panel de control,
controlPanelBase06,blocks,Block,KgNone,Control Panel Base 06,Bas de panneau de contrôle 06,Basis-Bedienfeld 06,,Base06 de panel de control,
controlPanelBase07,blocks,Block,KgNone,Control Panel Base 07,Bas de panneau de contrôle 07,Basis-Bedienfeld 07,,Base07 de panel de control,
controlPanelBase08,blocks,Block,KgNone,Control Panel Base 08,Bas de panneau de contrôle 08,Basis-Bedienfeld 08,,Base08 de panel de control,
controlPanelCorner,blocks,Block,KgNone,Control Panel Corner,Angle de panneau de contrôle,Bedienfeld – Ecke,,Esquina de panel de control,
controlPanelTop01,blocks,Block,KgNone,Control Panel Top 01,Haut de panneau de contrôle 01,Oberes Bedienfeld 01,,Parte superior01 de panel de control,
controlPanelTop02,blocks,Block,KgNone,Control Panel Top 02,Haut de panneau de contrôle 02,Oberes Bedienfeld 02,,Parte superior02 de panel de control,
controlPanelTop03,blocks,Block,KgNone,Control Panel Top 03,Haut de panneau de contrôle 03,Oberes Bedienfeld 03,,Parte superior03 de panel de control,
controlPanelTop04,blocks,Block,KgNone,Control Panel Top 04,Haut de panneau de contrôle 04,Oberes Bedienfeld 04,,Parte superior04 de panel de control,
controlPanelTop05,blocks,Block,KgNone,Control Panel Top 05,Haut de panneau de contrôle 05,Oberes Bedienfeld 05,,Parte superior05 de panel de control,
controlPanelTop06,blocks,Block,KgNone,Control Panel Top 06,Haut de panneau de contrôle 06,Oberes Bedienfeld 06,,Parte superior06 de panel de control,
controlPanelTop07,blocks,Block,KgNone,Control Panel Top 07,Haut de panneau de contrôle 07,Oberes Bedienfeld 07,,Parte superior07 de panel de control,
corrugatedMetalBlock,blocks,Block,KgNone,Corr. Metal Block,Bloc de tôle,Wellblech – Block,,Bloque de metal corrugado,
corrugatedMetalCNRFull,blocks,Block,KgNone,Corr. Metal Corner Full,Angle complet de tôle,Wellblech – Komplette Ecke,,Esquina de metal corrugado,
corrugatedMetalCNRIncline,blocks,Block,New,Corrugated Metal CNR Incline,,,,,
corrugatedMetalCNRInside,blocks,Block,KgNone,Corr. Metal Corner Inside,Angle intérieur de tôle,Wellblech – Innenecke,,Esquina interior de metal corrugado,
corrugatedMetalCNRRamp,blocks,Block,KgNone,Corr. Metal Corner Ramp,Rampe d'angle en tôle,Wellblech – Rampenecke,,Esquina de rampa de metal corrugado,
corrugatedMetalCNRRound,blocks,Block,New,Corr. Metal Corner Round,,,,,
corrugatedMetalCNRRoundTop,blocks,Block,New,Corr. Metal Corner Round Top,,,,,
corrugatedMetalCTRPlate,blocks,Block,GrChanged,Corr. Metal Center Plate,Plaque de tôle centrale,Wellblechplatte – Mittig,,Placa central de metal corrugado,
corrugatedMetalCTRQuarter,blocks,Block,New,Corr. Metal 1/4 Block Centered,,,,,
corrugatedMetalGable,blocks,Block,KgNone,Corr. Metal Gable,Pignon en tôle,Wellblech – Giebel,,Frontón de metal corrugado,
corrugatedMetalGable1m,blocks,Block,New,Corr. Metal Gable 1m,,,,,
corrugatedMetalGable1mHalf,blocks,Block,New,Corr. Metal Gable 1m Half,,,,,
corrugatedMetalGable3QuarterHalf,blocks,Block,New,Corr. Metal Gable 3 Quarter Half,,,,,
corrugatedMetalGableHalf,blocks,Block,New,Corr. Metal Gable Half,,,,,
corrugatedMetalGableInvertedQuarterHalf,blocks,Block,New,Corr. Metal Gable Inverted Quarter Half,,,,,
corrugatedMetalGableInvertedRampHalf,blocks,Block,New,Corr. Metal Gable Inverted Ramp Half,,,,,
corrugatedMetalGableInvertedSteepHalf,blocks,Block,New,Corr. Metal Gable Inverted Steep Half,,,,,
corrugatedMetalGableQuarterHalf,blocks,Block,New,Corr. Metal Gable Quarter Half,,,,,
corrugatedMetalHalfRampStairs50Filler,blocks,Block,New,Corr. Metal 1/2 Ramp Filler,,,,,
corrugatedMetalInclineTipHalf1,blocks,Block,New,Corr. Metal Incline Tip Half 1,,,,,
corrugatedMetalInclineTipHalf2,blocks,Block,New,Corr. Metal Incline Tip Half 2,,,,,
corrugatedMetalPillar0.025,blocks,Block,New,Corr. Metal Pillar 2.5cm,,,,,
corrugatedMetalPillar0.025CTR,blocks,Block,New,Corr. Metal Pillar 2.5cm Centered,,,,,
corrugatedMetalPillar0.025SCTR,blocks,Block,New,Corr. Metal Pillar 2.5cm SCtr,,,,,
corrugatedMetalPillar0.05,blocks,Block,New,Corr. Metal Pillar 5cm,,,,,
corrugatedMetalPillar0.05CTR,blocks,Block,New,Corr. Metal Pillar 5cm Centered,,,,,
corrugatedMetalPillar0.05SCTR,blocks,Block,New,Corr. Metal Pillar 5cm SCtr,,,,,
corrugatedMetalPillar100,blocks,Block,KgNone,Corr. Metal Pillar 100,Pilier 100 en tôle,Wellblech – Säule 100,,Pilar de metal corrugado 100,
corrugatedMetalPillar50,blocks,Block,KgNone,Corr. Metal Pillar 50,Pilier 50 en tôle,Wellblech – Säule 50,,Pilar de metal corrugado 50,
corrugatedMetalPlate,blocks,Block,New,Corr. Metal Plate,,,,,
corrugatedMetalPlateOffset,blocks,Block,New,Corr. Metal Plate Offset,,,,,
corrugatedMetalPole,blocks,Block,KeyChanged,Corr. Metal Pole,Poteau en fer rouillé,Rostiger Eisenpfosten,,Poste de hierro oxidado,
corrugatedMetalPoleSCTR,blocks,Block,New,Corr. Metal Pole SCTR,,,,,
corrugatedMetalRamp,blocks,Block,KgNone,Corr. Metal Ramp,Rampe en tôle,Wellblechrampe,,Rampa de metal corrugado,
corrugatedMetalRampInclineFillerHalf1,blocks,Block,New,Corr. Metal Ramp Incline Filler Half 1,,,,,
corrugatedMetalRampInclineFillerHalf2,blocks,Block,New,Corr. Metal Ramp Incline Filler Half 2,,,,,
corrugatedMetalRampInclineHalf1,blocks,Block,New,Corr. Metal Ramp Incline Half 1,,,,,
corrugatedMetalRampInclineHalf2,blocks,Block,New,Corr. Metal Ramp Incline Half 2,,,,,
corrugatedMetalRampInclineInsideCNR,blocks,Block,New,Corr. Metal Ramp Incline Inside Corner,,,,,
corrugatedMetalRampInclineInsideCNRFiller,blocks,Block,New,Corr. Metal Ramp Incline Inside Corner Filler,,,,,
corrugatedMetalRampInclineOutsideCNR,blocks,Block,New,Corr. Metal Ramp Incline Outside Corner,,,,,
corrugatedMetalRampInclineOutsideCNRFiller,blocks,Block,New,Corr. Metal Ramp Incline Outside Corner Filler,,,,,
corrugatedMetalRampSheet,blocks,Block,New,Corr. Metal Ramp Sheet,,,,,
corrugatedMetalSheet,blocks,Block,KgNone,Corr. Metal Sheet,Plaque de tôle,Wellblech – Platte,,Lámina de metal corrugado,
corrugatedMetalSheetBent1,blocks,Block,New,Corr. Metal Sheet Bent 1,,,,,
corrugatedMetalSheetBent2,blocks,Block,New,Corr. Metal Sheet Bent 2,,,,,
corrugatedMetalSheetBent3,blocks,Block,New,Corr. Metal Sheet Bent 3,,,,,
corrugatedMetalSheetBent4,blocks,Block,New,Corr. Metal Sheet Bent 4,,,,,
corrugatedMetalStairs25,blocks,Block,KeyChanged,Corr. Metal Stairs 25,Escalier 25 en fer rouillé,Rostige Eisenstufen 25,,Escaleras de hierro oxidadas 25,
corrugatedMetalTubeCenter,blocks,Block,New,Corr. Metal Tube 3m Center,,,,,
corrugatedMetalTubeCorner,blocks,Block,New,Corr. Metal Tube 3m Corner,,,,,
corrugatedMetalTunnelCenter,blocks,Block,New,Corr. Metal Tunnel 3m Center,,,,,
corrugatedMetalTunnelCorner,blocks,Block,New,Corr. Metal Tunnel 3m Corner,,,,,
corrugatedMetalWedge,blocks,Block,New,Corr. Metal Wedge,,,,,
corrugatedMetalWedgeIncline,blocks,Block,New,Corr. Metal Wedge Incline,,,,,
corrugatedMetalWedgeNarrowHigh,blocks,Block,New,Corr. Metal Narrow Wedge High,,,,,
corrugatedMetalWedgeNarrowLow,blocks,Block,New,Corr. Metal Narrow Wedge Low,,,,,
corrugatedMetalWedgeNarrowMid,blocks,Block,New,Corr. Metal Narrow Wedge Mid,,,,,
corrugatedMetalWedgeNarrowTip,blocks,Block,New,Corr. Metal Narrow Wedge Tip,,,,,
corrugatedMetalWedgeTip,blocks,Block,New,Corr. Metal Wedge Tip,,,,,
corrugatedMetalWedgeTipHalf1,blocks,Block,New,Corr. Metal Wedge Tip Half 1,,,,,
corrugatedMetalWedgeTipHalf2,blocks,Block,New,Corr. Metal Wedge Tip Half 2,,,,,
corrugatedRampIncline,blocks,Block,New,Corrugated Ramp Incline,,,,,
corrugatedRampInclineFiller,blocks,Block,New,Corrugated Ramp Incline Filler,,,,,
couchSofa01,blocks,Block,KeyChanged EnChanged GrChanged,Sofa 01,Canapé 01,Ledersofa 01,,Sofá 01,
crossHelper,blocks,Block,New,Cross Helper,,,,,
crushedCars,blocks,Block,New,Crushed Cars,,,,,
crushedCarsDesc,blocks,Block,New,These have seen better days.,,,,,
curtain_bottom1Sheet3,blocks,Block,KgNone,Curtain 1 Bottom,Pan 3 et bas de rideaux 1,Vorhang 1 Unten,,Lámina3 de base1 de cortina,
curtain_top1Sheet3,blocks,Block,KgNone,Curtain 1 Top,Pan 3 de haut de rideaux 1,Vorhang 1 Oben,,Lámina3 superior1 de cortina,
decoBasketBallHoop,blocks,Block,New,Basketball Hoop,,,,,
decoBenchPress,blocks,Block,New,Bench Press,,,,,
decoCarBackBumperFlipped,blocks,Block,New,Car Back Bumper Flipped,,,,,
decoCarBackBumperUpright,blocks,Block,New,Car Back Bumper Upright,,,,,
decoCarBackDoorFlat,blocks,Block,New,Car Back Door Flat,,,,,
decoCarBackDoorFlipped,blocks,Block,New,Car Back Door Flipped,,,,,
decoCarFenderFlat,blocks,Block,New,Car Fender Flat,,,,,
decoCarFenderFlipped,blocks,Block,New,Car Fender Flipped,,,,,
decoCarFrontBumperFlat,blocks,Block,New,Car Front Bumper Flat,,,,,
decoCarFrontBumperFlipped,blocks,Block,New,Car Front Bumper Flipped,,,,,
decoCarFrontDoorFlat,blocks,Block,New,Car Front Door Flat,,,,,
decoCarFrontDoorFlipped,blocks,Block,New,Car Front Door Flipped,,,,,
decoCarHoodFlat,blocks,Block,New,Car Hood Flat,,,,,
decoCarHoodFlipped,blocks,Block,New,Car Hood Flipped,,,,,
decoCarMotorFlat,blocks,Block,New,Car Motor Flat,,,,,
decoCarMotorFlipped,blocks,Block,New,Car Motor Flipped,,,,,
decoCarPartsRamp,blocks,Block,New,Car Parts Ramp,,,,,
decoCarRadiatorFlat,blocks,Block,New,Car Radiator Flat,,,,,
decoCarRadiatorFlipped,blocks,Block,New,Car Radiator Flipped,,,,,
decoCarSeatFlipped,blocks,Block,New,Car Seat Flipped,,,,,
decoCarSeatUpright,blocks,Block,New,Car Seat Upright,,,,,
decoCarTireFlat,blocks,Block,New,Car Tire Flat,,,,,
decoCarTirePile,blocks,Block,New,Car Tire Pile,,,,,
decoCarTireSmallFlat,blocks,Block,New,Car Tire Small Flat,,,,,
decoCarTireStack,blocks,Block,New,Car Tire Stack,,,,,
decoCarTrunkLidFlat,blocks,Block,New,Car Trunk Lid Flat,,,,,
decoCarTrunkLidFlipped,blocks,Block,New,Car Trunk Lid Flipped,,,,,
decoCarWheelFlat,blocks,Block,New,Car Wheel Flat,,,,,
decoClassicDogHouse,blocks,Block,New,Dog House,,,,,
decoClawFootBathTub,blocks,Block,New,Claw Foot Tub,,,,,
decoComputerDeskTopPC,blocks,Block,New,Desktop PC,,,,,
decoComputerMonitor,blocks,Block,New,Monitor,,,,,
decoComputerMonitorKeyboardMouse,blocks,Block,New,Monitor / Keyboard / Mouse,,,,,
decoComputerMonitorKeyboardMousePC,blocks,Block,New,Monitor / Keyboard / Mouse / PC,,,,,
decoCookingPot,blocks,Block,KgNone,Cooking Pot (POI),Marmite,Kochtopf,,Olla,
decoCowSkull,blocks,Block,New,Cow Skull,,,,,
decoHandTruck,blocks,Block,New,Hand Truck,,,,,
decoHoistChain,blocks,Block,New,Hoist Chain,,,,,
decoHoistHook,blocks,Block,New,Hoist Hook,,,,,
decoHoistMagnet,blocks,Block,New,Hoist Magnet,,,,,
decoHoistSpreader,blocks,Block,New,Hoist Spreader,,,,,
decoHoistTopMount,blocks,Block,New,Hoist Top Mount,,,,,
decoLargePetCage,blocks,Block,New,Large Pet Cage,,,,,
decoMetalSlide,blocks,Block,New,Metal Slide,,,,,
decoPicnicTable,blocks,Block,New,Picnic Table,,,,,
decoPoolTable,blocks,Block,New,Pool Table,,,,,
decorationBlockGroupDesc,blocks,Block,New,A decorative block from the creative menu.,,,,,
decorativeBlockGroupDesc,blocks,Block,New,An item of mostly decorative value.,,,,,
decoReptileTerrarium,blocks,Block,New,Reptile Terrarium,,,,,
decoStationaryBike,blocks,Block,New,Stationary Bike,,,,,
decoSwingSet,blocks,Block,New,Swing Set,,,,,
decoTreadmill,blocks,Block,New,Treadmill,,,,,
decoWeightBar,blocks,Block,New,Weight Bar,,,,,
decoWildWestWagon,blocks,Block,New,Wild West Wagon,,,,,
decoWildWestWagonWheelBack,blocks,Block,New,Wild West Wagon Wheel Back,,,,,
decoWildWestWagonWheelFront,blocks,Block,New,Wild West Wagon Wheel Front,,,,,
decoWoodCTRQuarterSquareTop,blocks,Block,New,Wood 1/4 Block Centered Square Top,,,,,
decoWoodPillar50SquareTop,blocks,Block,New,Wood Pillar 50 Square Top,,,,,
deprecatedBlockDesc,blocks,Block,New,Deprecated block or item,,,,,
devOnlyGroupDesc,blocks,Block,New,Only use for development and testing.,,,,,
driftwood,blocks,Block,KgNone,Driftwood,Bois flottant,Treibholz,,Madera flotante,
driftwood2,blocks,Block,KgNone,Driftwood 2,Bois flottant 2,Treibholz 2,,Madera flotante 2,
ductControlPanel,blocks,Block,KgNone,Duct Control Panel,Conduit de panneau de contrôle,Kanal-Bedienfeld,,Panel de control de conducto,
ductControlPanelCorner,blocks,Block,KgNone,Duct Control Panel Corner,Angle de conduit de panneau de contrôle,Kanal-Bedienfeld – Ecke,,Esquina de panel de control de conducto,
ductSoft,blocks,Block,GrChanged,Duct Soft,Conduit souple,Luftschacht,,Conducto flexible,
ductSoftCorner,blocks,Block,GrChanged,Duct Soft Corner,Angle de conduit souple,Luftschacht – Ecke,,Esquina de conducto flexible,
